,Gender,Birthplace,Occupation,continent,industry,count,educationLevel
617137,Male,Austria,Presser,Europe,workers,1,read & write
22597,Male,Italy,Laborer,Europe,workers,1,illiterate
771049,Male,Russia,Clerk,Europe,paperworker,1,read & write
774744,Male,Germany,Bookkeeper,Europe,paperworker,1,read & write
855895,Male,Italy,Packer,Europe,workers,1,read & write
542766,Male,Italy,Presser,Europe,workers,1,read & write
37832,Male,Germany,Bartender,Europe,servant,1,read & write
539369,Male,Italy,Driver,Europe,servant,1,read & write
975533,Female,England,Servant,Europe,servant,1,read & write
539250,Male,Italy,Laborer,Europe,workers,1,illiterate
900200,Male,Germany,Baker,Europe,Proprietor,1,read & write
389651,Male,Austria,Bookkeeper,Europe,paperworker,1,
581716,Male,Italy,Helper,Europe,Helper,1,read & write
1153394,Male,Italy,Cook,Europe,workers,1,illiterate
1267715,Male,Switzerland,Salesman,Europe,servant,1,read & write
545765,Male,Germany,Salesman,Europe,servant,1,read & write
111203,Male,Russia,Salesman,Europe,servant,1,read & write
96249,Male,Russia,Operator,Europe,workers,1,read & write
689436,Male,Ireland,Clerk,Europe,paperworker,1,read & write
126765,Male,Russia,Operator,Europe,workers,1,read & write
25958,Male,Ireland,Porter,Europe,servant,1,illiterate
356748,Male,Austria,Operator,Europe,workers,1,read & write
196201,Male,Germany,Dressmaker,Europe,Proprietor,1,read & write
579069,Male,Italy,Machinist,Europe,engineer,1,read & write
37517,Male,Germany,Salesman,Europe,servant,1,read & write
1144227,Female,Germany,Cook,Europe,workers,1,read & write
874649,Female,Austria,Finisher,Europe,workers,1,read & write
823368,Female,Russia,Tailor,Europe,Proprietor,1,read & write
33353,Male,Italy,Laborer,Europe,workers,1,illiterate
367497,Female,Austria,Housework,Europe,servant,1,read & write
945991,Male,Italy,Barber,Europe,Proprietor,1,read & write
218029,Male,England,Salesman,Europe,servant,1,read & write
1142566,Male,Germany,Waiter,Europe,servant,1,read & write
890905,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
125721,Male,Russia,Presser,Europe,workers,1,read & write
1265819,Male,Italy,Clerk,Europe,paperworker,1,read & write
435905,Male,Romania,Clerk,Europe,paperworker,1,read & write
385983,Female,Russia,Operator,Europe,workers,1,illiterate
8769,Male,Germany,Porter,Europe,servant,1,read & write
211984,Female,Ireland,Driver,Europe,servant,1,read & write
1069378,Female,Austria,Cigar Maker,Europe,Proprietor,1,read & write
710839,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
608189,Male,Russia,Operator,Europe,workers,1,read & write
263971,Male,Russia,Peddler,Europe,Proprietor,1,read & write
577357,Male,Italy,Porter,Europe,servant,1,illiterate
15853,Female,Ireland,Clerk,Europe,paperworker,1,read & write
907221,Female,Romania,Saleslady,Europe,servant,1,read & write
95237,Male,Italy,Laborer,Europe,workers,1,illiterate
1156335,Male,Italy,Salesman,Europe,servant,1,read & write
949061,Male,Russia,Painter,Europe,artist,1,read & write
91651,Male,Russia,Cutter,Europe,workers,1,read & write
335374,Male,Austria,Laborer,Europe,workers,1,illiterate
614888,Male,Russia,Cutter,Europe,workers,1,read & write
712928,Female,Italy,Finisher,Europe,workers,1,read & write
664236,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
330473,Male,Russia,Laborer,Europe,workers,1,read & write
844543,Male,Greece,Cook,Europe,workers,1,read & write
415378,Male,Austria,Laborer,Europe,workers,1,illiterate
1058584,Male,Austria,Driver,Europe,servant,1,read & write
122964,Male,Russia,Peddler,Europe,Proprietor,1,read & write
825758,Male,Austria,Tailor,Europe,Proprietor,1,read & write
1084780,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
582779,Male,Italy,Laborer,Europe,workers,1,illiterate
659890,Female,Italy,Tailor,Europe,Proprietor,1,illiterate
891070,Male,Russia,Painter,Europe,artist,1,read & write
373476,Male,Austria,Clerk,Europe,paperworker,1,read & write
620055,Male,Russia,Operator,Europe,workers,1,read & write
1241083,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
117617,Male,Russia,Operator,Europe,workers,1,read & write
991036,Male,Sweden,Butcher,Europe,Proprietor,1,read & write
49280,Male,Italy,Laborer,Europe,workers,1,read & write
969582,Male,Ireland,Laborer,Europe,workers,1,read & write
100564,Female,Russia,Finisher,Europe,workers,1,illiterate
564704,Female,Hungary,Stenographer,Europe,paperworker,1,read & write
764666,Male,Scotland,Salesman,Europe,servant,1,read & write
1216322,Female,Ireland,Servant,Europe,servant,1,read & write
716576,Male,Scotland,Salesman,Europe,servant,1,read & write
882463,Female,Russia,Finisher,Europe,workers,1,illiterate
266909,Male,Italy,Presser,Europe,workers,1,illiterate
663527,Male,Italy,Laborer,Europe,workers,1,illiterate
424626,Male,Ireland,Laborer,Europe,workers,1,read & write
114302,Male,Russia,Peddler,Europe,Proprietor,1,read & write
554540,Male,Italy,Laborer,Europe,workers,1,read & write
340914,Male,Russia,Salesman,Europe,servant,1,read & write
313120,Female,Italy,Finisher,Europe,workers,1,read & write
44221,Male,France,Cook,Europe,workers,1,read & write
1157843,Female,Germany,Clerk,Europe,paperworker,1,read & write
415999,Male,Russia,Cutter,Europe,workers,1,read & write
52918,Male,Italy,Laborer,Europe,workers,1,read & write
241416,Male,Ireland,Clerk,Europe,paperworker,1,read & write
903117,Male,Russia,Presser,Europe,workers,1,read & write
764173,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
1013822,Male,Ireland,Tailor,Europe,Proprietor,1,read & write
357068,Male,Austria,Presser,Europe,workers,1,illiterate
535787,Male,Italy,Presser,Europe,workers,1,read & write
925950,Male,Italy,Tailor,Europe,Proprietor,1,read & write
287071,Female,Russia,Operator,Europe,workers,1,read & write
48976,Male,Italy,Operator,Europe,workers,1,read & write
393754,Male,Italy,Laborer,Europe,workers,1,read & write
298489,Male,Italy,Operator,Europe,workers,1,read & write
452202,Male,Ireland,Clerk,Europe,paperworker,1,read & write
716592,Male,Germany,Cook,Europe,workers,1,read & write
765146,Female,Denmark,Saleslady,Europe,servant,1,read & write
393803,Male,Russia,Proprietor,Europe,Proprietor,1,read & write
37625,Male,Austria,Laborer,Europe,workers,1,only read
147464,Female,Russia,Operator,Europe,workers,1,read & write
431263,Male,Ireland,Laborer,Europe,workers,1,
57742,Male,Italy,Laborer,Europe,workers,1,illiterate
306881,Female,Turkey,Peddler,Europe,Proprietor,1,illiterate
543,Male,Austria,Laborer,Europe,workers,1,illiterate
8922,Male,Austria,Waiter,Europe,servant,1,read & write
52991,Male,Italy,Laborer,Europe,workers,1,illiterate
27713,Male,Italy,Laborer,Europe,workers,1,illiterate
831553,Male,Germany,Cigar Maker,Europe,Proprietor,1,read & write
912216,Male,Italy,Barber,Europe,Proprietor,1,read & write
187892,Male,Ireland,Laborer,Europe,workers,1,read & write
176146,Male,Italy,Laborer,Europe,workers,1,illiterate
685948,Male,Hungary,Waiter,Europe,servant,1,read & write
1011779,Male,Germany,Waiter,Europe,servant,1,read & write
1004812,Male,Italy,Tailor,Europe,Proprietor,1,read & write
21188,Male,Italy,Bartender,Europe,servant,1,read & write
511967,Male,Italy,Laborer,Europe,workers,1,read & write
843412,Female,Hungary,Operator,Europe,workers,1,read & write
431734,Male,Austria,Tailor,Europe,Proprietor,1,read & write
995728,Male,Italy,Tailor,Europe,Proprietor,1,read & write
1009140,Female,Italy,Operator,Europe,workers,1,read & write
750507,Male,France,Painter,Europe,artist,1,read & write
565378,Male,Italy,Tailor,Europe,Proprietor,1,read & write
624649,Male,Russia,Operator,Europe,workers,1,illiterate
628407,Male,Austria,Finisher,Europe,workers,1,illiterate
995720,Male,Ireland,Laborer,Europe,workers,1,read & write
470212,Male,Germany,Driver,Europe,servant,1,read & write
853237,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
485560,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
880161,Male,Italy,Barber,Europe,Proprietor,1,read & write
881195,Male,Austria,Machinist,Europe,engineer,1,read & write
359390,Male,Italy,Operator,Europe,workers,1,illiterate
578607,Male,Italy,Laborer,Europe,workers,1,illiterate
592112,Male,Russia,Peddler,Europe,Proprietor,1,read & write
651179,Male,Italy,Operator,Europe,workers,1,read & write
230495,Female,Italy,Peddler,Europe,Proprietor,1,read & write
314966,Female,Hungary,Bartender,Europe,servant,1,read & write
699046,Male,Italy,Baker,Europe,Proprietor,1,read & write
787791,Male,Germany,Waiter,Europe,servant,1,read & write
163129,Male,Austria,Machinist,Europe,engineer,1,read & write
690297,Male,Italy,Driver,Europe,servant,1,read & write
435619,Male,Russia,Clerk,Europe,paperworker,1,read & write
983713,Male,Italy,Tailor,Europe,Proprietor,1,read & write
576460,Male,Italy,Laborer,Europe,workers,1,illiterate
1152941,Male,Italy,Cook,Europe,workers,1,read & write
864153,Male,Austria,Bartender,Europe,servant,1,read & write
456421,Male,England,Clerk,Europe,paperworker,1,read & write
78866,Male,Italy,Laborer,Europe,workers,1,read & write
36993,Male,Ireland,Clerk,Europe,paperworker,1,read & write
377345,Male,Russia,Operator,Europe,workers,1,illiterate
1110418,Male,Greece,Cook,Europe,workers,1,illiterate
410710,Male,Austria,Peddler,Europe,Proprietor,1,read & write
695104,Male,Ireland,Clerk,Europe,paperworker,1,read & write
806270,Male,Italy,Barber,Europe,Proprietor,1,read & write
702210,Male,Italy,Barber,Europe,Proprietor,1,only read
314698,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
427060,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
781445,Male,Russia,Salesman,Europe,servant,1,read & write
642278,Male,Russia,Operator,Europe,workers,1,illiterate
748544,Male,Ireland,Clerk,Europe,paperworker,1,read & write
901112,Male,Russia,Salesman,Europe,servant,1,read & write
1126784,Male,Ireland,Driver,Europe,servant,1,read & write
1200670,Female,Ireland,Clerk,Europe,paperworker,1,read & write
431874,Male,Italy,Carpenter,Europe,Proprietor,1,only read
524473,Male,Italy,Stenographer,Europe,paperworker,1,read & write
134103,Female,Russia,Finisher,Europe,workers,1,read & write
877974,Male,Germany,Salesman,Europe,servant,1,read & write
149272,Female,Russia,Finisher,Europe,workers,1,illiterate
1151595,Male,Italy,Porter,Europe,servant,1,read & write
590708,Male,Italy,Laborer,Europe,workers,1,illiterate
605980,Male,Austria,Operator,Europe,workers,1,read & write
1237019,Female,Ireland,Cook,Europe,workers,1,read & write
941618,Male,Italy,Driver,Europe,servant,1,read & write
554758,Male,Italy,Laborer,Europe,workers,1,illiterate
771510,Male,Russia,Cutter,Europe,workers,1,read & write
304833,Male,Russia,Tailor,Europe,Proprietor,1,read & write
546260,Female,Russia,Operator,Europe,workers,1,read & write
29193,Male,Italy,Porter,Europe,servant,1,read & write
607357,Male,Austria,Operator,Europe,workers,1,read & write
99615,Male,England,Driver,Europe,servant,1,read & write
273473,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1034792,Female,Germany,Stenographer,Europe,paperworker,1,read & write
382007,Male,Austria,Laborer,Europe,workers,1,illiterate
1119600,Male,Italy,Driver,Europe,servant,1,illiterate
124289,Male,Russia,Laborer,Europe,workers,1,illiterate
915338,Male,Russia,Clerk,Europe,paperworker,1,read & write
10575,Male,Germany,Bartender,Europe,servant,1,read & write
710731,Female,Italy,Operator,Europe,workers,1,illiterate
1259417,Female,Germany,Servant,Europe,servant,1,read & write
588511,Female,Finland,Servant,Europe,servant,1,read & write
103457,Female,Italy,Finisher,Europe,workers,1,read & write
1192072,Male,Ireland,Driver,Europe,servant,1,read & write
407862,Male,Germany,Driver,Europe,servant,1,read & write
641164,Female,Russia,Operator,Europe,workers,1,read & write
856857,Male,Hungary,Machinist,Europe,engineer,1,read & write
1172932,Female,Ireland,Housework,Europe,servant,1,read & write
307033,Male,Russia,Porter,Europe,servant,1,illiterate
1179706,Female,Ireland,Cook,Europe,workers,1,illiterate
364461,Male,Austria,Operator,Europe,workers,1,read & write
186961,Male,Ireland,Driver,Europe,servant,1,read & write
493499,Female,Germany,Stenographer,Europe,paperworker,1,
96248,Male,Russia,Salesman,Europe,servant,1,read & write
574795,Male,Italy,Laborer,Europe,workers,1,illiterate
710566,Male,Italy,Laborer,Europe,workers,1,read & write
1016125,Male,Ireland,Helper,Europe,Helper,1,read & write
852714,Male,Austria,Salesman,Europe,servant,1,read & write
887611,Male,Romania,Tailor,Europe,Proprietor,1,read & write
440533,Male,Russia,Operator,Europe,workers,1,illiterate
997538,Male,Austria,Tailor,Europe,Proprietor,1,read & write
356179,Male,Russia,Operator,Europe,workers,1,read & write
714464,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
470941,Male,Italy,Laborer,Europe,workers,1,illiterate
1268036,Female,Germany,Servant,Europe,servant,1,read & write
525695,Female,Italy,Dressmaker,Europe,Proprietor,1,only read
303879,Male,Russia,Operator,Europe,workers,1,read & write
550315,Female,Russia,Operator,Europe,workers,1,read & write
909889,Female,Germany,Operator,Europe,workers,1,read & write
289515,Male,Russia,Presser,Europe,workers,1,only read
982886,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
79719,Female,Austria,Operator,Europe,workers,1,read & write
1004915,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1110595,Male,Italy,Laborer,Europe,workers,1,read & write
774971,Male,Hungary,Salesman,Europe,servant,1,read & write
13788,Male,Italy,Laborer,Europe,workers,1,illiterate
780984,Male,Italy,Laborer,Europe,workers,1,illiterate
712248,Male,Italy,Driver,Europe,servant,1,read & write
86275,Male,Russia,Operator,Europe,workers,1,read & write
1031699,Male,France,Salesman,Europe,servant,1,read & write
417665,Male,Austria,Operator,Europe,workers,1,read & write
25400,Male,Italy,Laborer,Europe,workers,1,illiterate
894419,Male,Russia,Cutter,Europe,workers,1,read & write
433900,Male,Hungary,Baker,Europe,Proprietor,1,read & write
973914,Male,Russia,Cook,Europe,workers,1,read & write
3557,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
273905,Female,Russia,Operator,Europe,workers,1,read & write
350940,Male,Russia,Peddler,Europe,Proprietor,1,read & write
271388,Male,Romania,Salesman,Europe,servant,1,read & write
166544,Female,Italy,Finisher,Europe,workers,1,read & write
339326,Male,Austria,Operator,Europe,workers,1,read & write
771271,Male,Russia,Tailor,Europe,Proprietor,1,read & write
782902,Female,Russia,Stenographer,Europe,paperworker,1,read & write
1167768,Male,Germany,Salesman,Europe,servant,1,read & write
540522,Male,Italy,Laborer,Europe,workers,1,illiterate
942920,Male,Italy,Barber,Europe,Proprietor,1,only read
950030,Female,Hungary,Housework,Europe,servant,1,read & write
382759,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
95484,Male,Russia,Operator,Europe,workers,1,read & write
1211357,Female,Germany,Dressmaker,Europe,Proprietor,1,read & write
747999,Male,Germany,Carpenter,Europe,Proprietor,1,read & write
990139,Male,Ireland,Laborer,Europe,workers,1,read & write
511425,Male,Ireland,Laborer,Europe,workers,1,read & write
778183,Male,Hungary,Porter,Europe,servant,1,read & write
505834,Male,Germany,Painter,Europe,artist,1,read & write
687566,Female,Italy,Finisher,Europe,workers,1,illiterate
1027517,Male,Denmark,Clerk,Europe,paperworker,1,read & write
139730,Male,Russia,Tailor,Europe,Proprietor,1,read & write
60267,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1249205,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
445570,Male,Austria,Waiter,Europe,servant,1,read & write
1246109,Female,France,Servant,Europe,servant,1,read & write
690112,Male,Italy,Porter,Europe,servant,1,read & write
929528,Male,Russia,Operator,Europe,workers,1,read & write
579735,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
934400,Male,Italy,Laborer,Europe,workers,1,illiterate
370975,Female,Austria,Finisher,Europe,workers,1,read & write
321948,Male,Russia,Carpenter,Europe,Proprietor,1,read & write
1004992,Male,Italy,Porter,Europe,servant,1,read & write
1012967,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
948308,Male,Ireland,Porter,Europe,servant,1,read & write
317904,Female,Russia,Saleslady,Europe,servant,1,read & write
157073,Male,Russia,Tailor,Europe,Proprietor,1,read & write
635336,Male,Austria,Operator,Europe,workers,1,read & write
708603,Female,Italy,Finisher,Europe,workers,1,illiterate
443268,Male,Austria,Cutter,Europe,workers,1,read & write
224221,Male,Italy,Laborer,Europe,workers,1,illiterate
746622,Male,Ireland,Clerk,Europe,paperworker,1,read & write
453442,Male,Germany,Porter,Europe,servant,1,read & write
71987,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
309735,Male,Germany,Cook,Europe,workers,1,
739617,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
502332,Male,Hungary,Baker,Europe,Proprietor,1,read & write
632715,Female,Russia,Operator,Europe,workers,1,read & write
600036,Male,Russia,Clerk,Europe,paperworker,1,read & write
573213,Female,Russia,Painter,Europe,artist,1,read & write
811872,Male,Austria,Painter,Europe,artist,1,read & write
762290,Female,Ireland,Bookkeeper,Europe,paperworker,1,read & write
1124015,Male,Austria,Laborer,Europe,workers,1,illiterate
139420,Male,Russia,Cigar Maker,Europe,Proprietor,1,read & write
82874,Female,Russia,Operator,Europe,workers,1,read & write
922872,Male,Russia,Clerk,Europe,paperworker,1,read & write
645946,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
1165659,Male,Germany,Driver,Europe,servant,1,read & write
514844,Male,Hungary,Tailor,Europe,Proprietor,1,read & write
489983,Female,Ireland,Housework,Europe,servant,1,read & write
103904,Male,Russia,Operator,Europe,workers,1,read & write
1152796,Female,France,Dressmaker,Europe,Proprietor,1,read & write
1258916,Female,Sweden,Servant,Europe,servant,1,read & write
645998,Male,Russia,Finisher,Europe,workers,1,read & write
967363,Female,Ireland,Saleslady,Europe,servant,1,read & write
344547,Female,Ireland,Cutter,Europe,workers,1,read & write
330783,Female,Hungary,Cook,Europe,workers,1,illiterate
1009592,Female,Hungary,Cook,Europe,workers,1,illiterate
474136,Female,Germany,Operator,Europe,workers,1,read & write
347044,Male,Russia,Laborer,Europe,workers,1,read & write
767627,Male,England,Clerk,Europe,paperworker,1,read & write
535349,Male,Italy,Carpenter,Europe,Proprietor,1,illiterate
1168416,Male,Italy,Peddler,Europe,Proprietor,1,read & write
47119,Male,Italy,Salesman,Europe,servant,1,read & write
608627,Male,Austria,Presser,Europe,workers,1,read & write
310138,Male,Russia,Clerk,Europe,paperworker,1,read & write
477731,Male,Russia,Clerk,Europe,paperworker,1,read & write
872971,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
826437,Male,Russia,Operator,Europe,workers,1,read & write
284137,Female,Austria,Finisher,Europe,workers,1,read & write
723031,Male,Ireland,Clerk,Europe,paperworker,1,read & write
1108098,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
645696,Male,Russia,Operator,Europe,workers,1,illiterate
1051912,Male,Germany,Baker,Europe,Proprietor,1,read & write
1220888,Male,Italy,Tailor,Europe,Proprietor,1,read & write
1001190,Male,Ireland,Stenographer,Europe,paperworker,1,read & write
670609,Female,Italy,Tailor,Europe,Proprietor,1,read & write
228079,Male,Italy,Laborer,Europe,workers,1,read & write
543157,Male,Italy,Packer,Europe,workers,1,illiterate
284468,Female,Romania,Dressmaker,Europe,Proprietor,1,read & write
132142,Male,Russia,Operator,Europe,workers,1,illiterate
177501,Male,Italy,Driver,Europe,servant,1,read & write
859734,Male,Russia,Peddler,Europe,Proprietor,1,read & write
60974,Female,Russia,Tailor,Europe,Proprietor,1,read & write
1135949,Male,Ireland,Laborer,Europe,workers,1,read & write
327965,Male,Austria,Cigar Maker,Europe,Proprietor,1,read & write
183556,Female,Ireland,Operator,Europe,workers,1,read & write
659881,Male,Italy,Laborer,Europe,workers,1,illiterate
757844,Male,Ireland,Clerk,Europe,paperworker,1,read & write
574091,Female,Russia,Finisher,Europe,workers,1,illiterate
347976,Male,Austria,Tailor,Europe,Proprietor,1,read & write
140899,Male,Russia,Tailor,Europe,Proprietor,1,read & write
158382,Male,England,Painter,Europe,artist,1,read & write
2070,Male,Ireland,Saleslady,Europe,servant,1,read & write
71186,Male,Russia,Proprietor,Europe,Proprietor,1,read & write
660147,Male,Italy,Peddler,Europe,Proprietor,1,illiterate
1194758,Male,Ireland,Driver,Europe,servant,1,read & write
1084442,Male,Russia,Proprietor,Europe,Proprietor,1,read & write
113163,Male,Russia,Presser,Europe,workers,1,illiterate
77860,Female,Russia,Bookkeeper,Europe,paperworker,1,read & write
303689,Male,Russia,Peddler,Europe,Proprietor,1,read & write
284524,Male,Russia,Laborer,Europe,workers,1,read & write
850549,Female,Austria,Servant,Europe,servant,1,read & write
958553,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
1242526,Male,Greece,Servant,Europe,servant,1,read & write
394331,Female,Russia,Dressmaker,Europe,Proprietor,1,read & write
1159675,Male,Italy,Driver,Europe,servant,1,read & write
225210,Female,Ireland,Dressmaker,Europe,Proprietor,1,read & write
80764,Female,Russia,Finisher,Europe,workers,1,read & write
552111,Male,Italy,Tailor,Europe,Proprietor,1,only read
360802,Male,Austria,Presser,Europe,workers,1,illiterate
1202971,Female,Ireland,Waiter,Europe,servant,1,read & write
511068,Male,Hungary,Laborer,Europe,workers,1,read & write
255314,Male,Ireland,Laborer,Europe,workers,1,read & write
916179,Male,Russia,Cutter,Europe,workers,1,read & write
113576,Female,Russia,Operator,Europe,workers,1,read & write
284181,Male,Austria,Helper,Europe,Helper,1,read & write
502473,Male,Germany,Clerk,Europe,paperworker,1,read & write
426569,Female,Ireland,Clerk,Europe,paperworker,1,read & write
380569,Male,Austria,Tailor,Europe,Proprietor,1,read & write
837047,Male,Russia,Finisher,Europe,workers,1,read & write
98681,Male,Italy,Laborer,Europe,workers,1,illiterate
361049,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
676629,Female,Italy,Cook,Europe,workers,1,read & write
427073,Male,Russia,Tailor,Europe,Proprietor,1,read & write
241990,Male,Ireland,Laborer,Europe,workers,1,read & write
422898,Male,Germany,Cigar Maker,Europe,Proprietor,1,read & write
184955,Male,Spain,Laborer,Europe,workers,1,read & write
875830,Male,Italy,Laborer,Europe,workers,1,read & write
171569,Male,Italy,Laborer,Europe,workers,1,illiterate
640967,Male,Russia,Operator,Europe,workers,1,read & write
860014,Female,Austria,Finisher,Europe,workers,1,read & write
551924,Male,Italy,Carpenter,Europe,Proprietor,1,read & write
721022,Female,Ireland,Packer,Europe,workers,1,read & write
477897,Female,Germany,Stenographer,Europe,paperworker,1,read & write
123529,Male,Russia,Painter,Europe,artist,1,read & write
810801,Male,Austria,Cigar Maker,Europe,Proprietor,1,read & write
3933,Male,Germany,Clerk,Europe,paperworker,1,read & write
293918,Male,Ireland,Driver,Europe,servant,1,read & write
915021,Male,Italy,Presser,Europe,workers,1,read & write
547803,Female,Russia,Tailor,Europe,Proprietor,1,read & write
1119689,Male,Italy,Laborer,Europe,workers,1,read & write
22199,Male,Italy,Carpenter,Europe,Proprietor,1,illiterate
1029224,Male,Switzerland,Bookkeeper,Europe,paperworker,1,read & write
720387,Male,England,Laborer,Europe,workers,1,read & write
805897,Male,Italy,Laborer,Europe,workers,1,illiterate
480993,Male,Ireland,Laborer,Europe,workers,1,read & write
857474,Female,Austria,Cook,Europe,workers,1,read & write
872811,Female,Russia,Operator,Europe,workers,1,read & write
401396,Female,Austria,Dressmaker,Europe,Proprietor,1,read & write
126652,Male,Russia,Operator,Europe,workers,1,read & write
736827,Male,Ireland,Salesman,Europe,servant,1,read & write
110016,Female,Russia,Operator,Europe,workers,1,read & write
978672,Female,Germany,Servant,Europe,servant,1,read & write
763736,Male,Ireland,Salesman,Europe,servant,1,read & write
453741,Male,Hungary,Baker,Europe,Proprietor,1,read & write
338563,Female,Russia,Finisher,Europe,workers,1,illiterate
869935,Male,Russia,Salesman,Europe,servant,1,read & write
156414,Female,Russia,Operator,Europe,workers,1,read & write
313018,Female,Russia,Operator,Europe,workers,1,read & write
752268,Female,Ireland,Stenographer,Europe,paperworker,1,read & write
784841,Female,Italy,Finisher,Europe,workers,1,read & write
107317,Male,Russia,Servant,Europe,servant,1,read & write
237242,Male,Italy,Tailor,Europe,Proprietor,1,
1072327,Male,Hungary,Machinist,Europe,engineer,1,read & write
717775,Male,Ireland,Clerk,Europe,paperworker,1,read & write
451783,Female,Germany,Dressmaker,Europe,Proprietor,1,read & write
311849,Female,Russia,Operator,Europe,workers,1,read & write
477241,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1113924,Male,Germany,Bartender,Europe,servant,1,read & write
24294,Male,Italy,Tailor,Europe,Proprietor,1,read & write
98613,Male,Russia,Peddler,Europe,Proprietor,1,read & write
991593,Male,Germany,Packer,Europe,workers,1,read & write
843915,Male,Germany,Clerk,Europe,paperworker,1,read & write
915484,Male,Germany,Cook,Europe,workers,1,read & write
373721,Female,Russia,Finisher,Europe,workers,1,read & write
189917,Male,Ireland,Carpenter,Europe,Proprietor,1,
332165,Male,Russia,Tailor,Europe,Proprietor,1,illiterate
323127,Male,Russia,Driver,Europe,servant,1,read & write
1061063,Male,Germany,Baker,Europe,Proprietor,1,read & write
383667,Male,Austria,Painter,Europe,artist,1,read & write
154026,Female,Italy,Barber,Europe,Proprietor,1,read & write
254531,Male,Italy,Tailor,Europe,Proprietor,1,illiterate
251421,Male,England,Laborer,Europe,workers,1,read & write
206657,Female,Italy,Dressmaker,Europe,Proprietor,1,read & write
85574,Male,Russia,Packer,Europe,workers,1,read & write
69460,Male,Russia,Operator,Europe,workers,1,read & write
765147,Female,Denmark,Saleslady,Europe,servant,1,read & write
323924,Male,Russia,Peddler,Europe,Proprietor,1,read & write
776262,Female,Italy,Finisher,Europe,workers,1,read & write
163588,Male,Italy,Packer,Europe,workers,1,illiterate
397112,Female,Romania,Operator,Europe,workers,1,read & write
659282,Male,Italy,Laborer,Europe,workers,1,illiterate
899507,Male,Russia,Clerk,Europe,paperworker,1,read & write
40183,Male,Italy,Machinist,Europe,engineer,1,read & write
586345,Male,Italy,Tailor,Europe,Proprietor,1,read & write
1242624,Male,Holland,Servant,Europe,servant,1,read & write
268747,Male,Russia,Operator,Europe,workers,1,read & write
1138382,Male,Greece,Waiter,Europe,servant,1,read & write
946106,Male,France,Clerk,Europe,paperworker,1,read & write
36795,Male,Ireland,Laborer,Europe,workers,1,read & write
1197619,Female,England,Servant,Europe,servant,1,read & write
814243,Male,Italy,Barber,Europe,Proprietor,1,illiterate
795332,Male,Austria,Barber,Europe,Proprietor,1,read & write
505457,Female,Germany,Operator,Europe,workers,1,read & write
257782,Male,England,Tailor,Europe,Proprietor,1,read & write
91009,Male,Russia,Presser,Europe,workers,1,only read
196166,Male,Greece,Waiter,Europe,servant,1,read & write
880507,Male,Russia,Baker,Europe,Proprietor,1,illiterate
825383,Male,Russia,Operator,Europe,workers,1,illiterate
365834,Male,Austria,Operator,Europe,workers,1,read & write
999255,Male,Russia,Tailor,Europe,Proprietor,1,read & write
1162853,Male,Germany,Butcher,Europe,Proprietor,1,read & write
812687,Male,Hungary,Laborer,Europe,workers,1,read & write
265967,Male,Turkey,Laborer,Europe,workers,1,read & write
338529,Male,Russia,Presser,Europe,workers,1,read & write
675326,Male,Italy,Driver,Europe,servant,1,illiterate
335796,Male,Russia,Cutter,Europe,workers,1,illiterate
514923,Male,Hungary,Laborer,Europe,workers,1,read & write
370862,Male,Austria,Operator,Europe,workers,1,read & write
241677,Female,Hungary,Servant,Europe,servant,1,illiterate
77071,Male,Russia,Tailor,Europe,Proprietor,1,read & write
12712,Male,Italy,Tailor,Europe,Proprietor,1,read & write
334293,Male,Austria,Porter,Europe,servant,1,illiterate
39791,Male,Italy,Laborer,Europe,workers,1,read & write
305976,Female,Russia,Saleslady,Europe,servant,1,read & write
358882,Male,Russia,Salesman,Europe,servant,1,read & write
399277,Male,Austria,Carpenter,Europe,Proprietor,1,read & write
664327,Female,Italy,Finisher,Europe,workers,1,read & write
